"ENTREZID","SYMBOL","GENENAME","X1.RD.dux4_no.dox_16hr_expt11.bam","X2.RD.dux4_with.dox_16hr_expt11.bam","X3.RD.dux4_no.dox_16hr_expt14.bam","X4.RD.dux4_with.dox_16hr_expt14.bam","X5.RD.dux4_no.dox_18hr_expt16.bam","X6.RD.dux4_with.dox_18hr_expt16.bam"
1723,"DHODH","dihydroorotate dehydrogenase (quinone)",628,195,644,189,610,218
100128782,"LINC00476","long intergenic non-protein coding RNA 476",168,39,163,53,169,55
58516,"FAM60A","family with sequence similarity 60 member A",2974,1217,2753,1039,3365,1647
23474,"ETHE1","ethylmalonic encephalopathy 1",108,28,104,25,113,38
51162,"EGFL7","EGF like domain multiple 7",161,29,277,94,266,52
51522,"TMEM14C","transmembrane protein 14C",1141,365,1104,363,1234,415
1725,"DHPS","deoxyhypusine synthase",1292,509,1294,554,1220,536
100507500,"EGFR-AS1","EGFR antisense RNA 1",1,2,1,2,1,1
10742,"RAI2","retinoic acid induced 2",1,2,1,2,1,1
147685,"C19orf18","chromosome 19 open reading frame 18",2,4,4,2,5,5
100507398,"INTS6-AS1","INTS6 antisense RNA 1",6,2,4,3,3,8
26233,"FBXL6","F-box and leucine-rich repeat protein 6",397,155,322,152,407,183
408050,"NOMO3","NODAL modulator 3",7,4,3,3,0,5
6992,"PPP1R11","protein phosphatase 1 regulatory inhibitor subunit 11",1166,399,1100,324,1280,403
7166,"TPH1","tryptophan hydroxylase 1",29,9,51,6,65,17
57623,"ZFAT","zinc finger and AT-hook domain containing",337,107,392,98,294,97
219931,"TPCN2","two pore segment channel 2",231,59,209,67,249,83
53834,"FGFRL1","fibroblast growth factor receptor-like 1",1405,460,1229,605,1360,621
57613,"FAM234B","family with sequence similarity 234 member B",476,146,529,158,560,196
23116,"FAM179B","family with sequence similarity 179 member B",749,293,842,378,838,360
151556,"GPR155","G protein-coupled receptor 155",376,167,627,308,397,212
126393,"HSPB6","heat shock protein family B (small) member 6",180,42,130,43,153,47
56126,"PCDHB10","protocadherin beta 10",115,25,131,42,145,43
29954,"POMT2","protein O-mannosyltransferase 2",1324,344,1156,405,1234,464
56145,"PCDHA3","protocadherin alpha 3",66,11,90,18,87,33
100505636,"LINC01024","long intergenic non-protein coding RNA 1024",7,0,12,15,9,12
63931,"MRPS14","mitochondrial ribosomal protein S14",701,288,734,290,729,326
27124,"INPP5J","inositol polyphosphate-5-phosphatase J",44,4,22,0,33,13
4326,"MMP17","matrix metallopeptidase 17",161,36,92,26,136,42
84557,"MAP1LC3A","microtubule associated protein 1 light chain 3 alpha",384,150,403,176,477,222
10650,"PRELID3A","PRELI domain containing 3A",66,11,63,21,64,17
3479,"IGF1","insulin like growth factor 1",1,1,2,3,1,2
23143,"LRCH1","leucine-rich repeats and calponin homology (CH) domain containing 1",465,174,448,223,489,205
3675,"ITGA3","integrin subunit alpha 3",1007,241,479,130,608,182
120534,"ARL14EP","ADP ribosylation factor like GTPase 14 effector protein",729,228,767,226,699,248
150678,"MYEOV2","myeloma overexpressed 2",816,311,810,301,844,436
54963,"UCKL1","uridine-cytidine kinase 1-like 1",811,276,661,322,810,373
90850,"ZNF598","zinc finger protein 598",1997,588,1693,547,2069,739
55061,"SUSD4","sushi domain containing 4",4,0,9,0,3,1
7597,"ZBTB25","zinc finger and BTB domain containing 25",201,57,209,58,175,56
259283,"MDS2","myelodysplastic syndrome 2 translocation associated",11,1,15,3,18,3
151835,"CPNE9","copine family member 9",1,0,0,2,1,3
727800,"RNF208","ring finger protein 208",20,4,20,3,19,4
54958,"TMEM160","transmembrane protein 160",99,31,97,15,96,31
100874203,"COL4A2-AS1","COL4A2 antisense RNA 1",3,0,9,0,4,1
144699,"FBXL14","F-box and leucine-rich repeat protein 14",264,72,257,77,261,92
27185,"DISC1","disrupted in schizophrenia 1",62,30,38,31,64,25
57528,"KCTD16","potassium channel tetramerization domain containing 16",195,47,134,46,181,53
26273,"FBXO3","F-box protein 3",694,204,749,225,687,259
5441,"POLR2L","polymerase (RNA) II subunit L",1534,455,1297,401,1453,526
100532726,"NDUFC2-KCTD14","NDUFC2-KCTD14 readthrough",5,4,4,1,4,8
81579,"PLA2G12A","phospholipase A2 group XIIA",411,119,465,153,433,131
1636,"ACE","angiotensin I converting enzyme",8,7,37,22,12,14
51741,"WWOX","WW domain containing oxidoreductase",191,45,186,48,185,74
55027,"HEATR3","HEAT repeat containing 3",1102,351,1075,345,1121,383
643596,"RNF224","ring finger protein 224",13,6,13,13,6,5
56927,"GPR108","G protein-coupled receptor 108",456,120,430,151,490,166
84058,"WDR54","WD repeat domain 54",366,82,257,74,339,129
170622,"COMMD6","COMM domain containing 6",336,96,278,85,326,107
283377,"SPRYD4","SPRY domain containing 4",515,138,604,177,548,212
100309464,"OTX2-AS1","OTX2 antisense RNA 1 (head to head)",6,1,14,1,11,2
150384,"GTSE1-AS1","GTSE1 antisense RNA 1 (head to head)",21,2,25,6,13,2
728,"C5AR1","complement component 5a receptor 1",1,1,0,1,3,5
387723,"LINC00959","long intergenic non-protein coding RNA 959",26,4,25,6,30,7
4848,"CNOT2","CCR4-NOT transcription complex subunit 2",1529,510,1602,487,1670,594
347252,"IGFBPL1","insulin like growth factor binding protein-like 1",473,94,568,183,352,98
924,"CD7","CD7 molecule",4,2,1,3,3,4
9901,"SRGAP3","SLIT-ROBO Rho GTPase activating protein 3",29,3,27,11,35,4
55357,"TBC1D2","TBC1 domain family member 2",108,23,110,32,115,39
153642,"ARSK","arylsulfatase family member K",410,112,405,105,440,174
2524,"FUT2","fucosyltransferase 2",7,3,2,4,5,6
3295,"HSD17B4","hydroxysteroid (17-beta) dehydrogenase 4",1943,593,2028,666,2045,757
124093,"CCDC78","coiled-coil domain containing 78",97,13,60,14,86,34
84164,"ASCC2","activating signal cointegrator 1 complex subunit 2",1283,463,1054,452,1208,577
11044,"PAPD7","PAP associated domain containing 7",876,369,960,338,946,463
11337,"GABARAP","GABA(A) receptor-associated protein",2258,869,2169,836,2353,1062
55187,"VPS13D","vacuolar protein sorting 13 homolog D (S. cerevisiae)",843,408,1238,496,919,435
254128,"NIFK-AS1","NIFK antisense RNA 1",159,32,147,51,148,48
8785,"MATN4","matrilin 4",1,1,1,4,2,1
388815,"MIR99AHG","mir-99a-let-7c cluster host gene",128,31,279,67,139,35
10951,"CBX1","chromobox 1",3200,1036,3261,1001,3315,1244
22844,"FRMPD1","FERM and PDZ domain containing 1",767,180,1534,423,928,256
3593,"IL12B","interleukin 12B",8,0,3,1,5,0
6732,"SRPK1","SRSF protein kinase 1",2488,771,2414,682,3020,1085
284119,"PTRF","polymerase I and transcript release factor",4648,1694,3134,1492,3466,1763
81618,"ITM2C","integral membrane protein 2C",3466,1018,3693,1277,4358,1484
8322,"FZD4","frizzled class receptor 4",1213,351,1423,488,1813,548
284695,"ZNF326","zinc finger protein 326",2450,934,2577,1007,2430,1110
285758,"LINC01268","long intergenic non-protein coding RNA 1268",1,0,1,2,0,3
3738,"KCNA3","potassium voltage-gated channel subfamily A member 3",1,0,1,2,0,3
29058,"TMEM230","transmembrane protein 230",2431,776,2532,788,2495,936
9424,"KCNK6","potassium two pore domain channel subfamily K member 6",7,3,5,7,12,9
388695,"LYSMD1","LysM domain containing 1",255,63,272,94,301,95
23673,"STX12","syntaxin 12",859,340,782,338,962,408
100288346,"NCAM1-AS1","NCAM1 antisense RNA1",8,0,4,0,10,2
101927477,"LINC01507","long intergenic non-protein coding RNA 1507",11,11,20,6,16,14
6342,"SCP2","sterol carrier protein 2",1280,389,1219,406,1395,497
642658,"SCX","scleraxis bHLH transcription factor",56,26,99,47,58,41
116349,"EXOC3-AS1","EXOC3 antisense RNA 1",55,9,44,13,72,20
134510,"UBLCP1","ubiquitin like domain containing CTD phosphatase 1",782,239,801,251,875,316
27132,"CPNE7","copine 7",1096,279,637,211,1057,329
134957,"STXBP5","syntaxin binding protein 5",254,72,289,70,223,88
100134444,"KCNJ18","potassium voltage-gated channel subfamily J member 18",17,1,6,2,18,3
6652,"SORD","sorbitol dehydrogenase",3442,1014,2896,864,3648,1326
6882,"TAF11","TATA-box binding protein associated factor 11",1106,308,1156,388,1272,461
100507433,"ZNF571-AS1","ZNF571 antisense RNA 1",2,0,6,0,8,1
5300,"PIN1","peptidylprolyl cis/trans isomerase, NIMA-interacting 1",1474,590,1323,553,1485,630
9663,"LPIN2","lipin 2",880,402,961,331,1026,489
1410,"CRYAB","crystallin alpha B",9,6,15,13,21,11
9390,"SLC22A13","solute carrier family 22 member 13",2,4,4,1,2,4
729096,"BMS1P4","BMS1, ribosome biogenesis factor pseudogene 4",28,8,40,7,35,8
100128531,"LOC100128531","uncharacterized LOC100128531",36,7,47,14,39,6
9907,"AP5Z1","adaptor related protein complex 5 zeta 1 subunit",862,348,625,311,1007,450
26284,"ERAL1","Era-like 12S mitochondrial rRNA chaperone 1",1521,455,1481,500,1650,600
5872,"RAB13","RAB13, member RAS oncogene family",2900,868,2057,545,2544,823
8834,"TMEM11","transmembrane protein 11",382,91,308,97,350,134
11136,"SLC7A9","solute carrier family 7 member 9",1,1,3,2,1,4
4883,"NPR3","natriuretic peptide receptor 3",131,40,84,13,181,42
5286,"PIK3C2A","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha",1875,576,1995,695,2117,710
80007,"C10orf88","chromosome 10 open reading frame 88",449,144,425,116,537,178
7473,"WNT3","wingless-type MMTV integration site family member 3",104,29,153,45,125,28
127703,"C1orf216","chromosome 1 open reading frame 216",1055,344,1189,352,1188,434
84451,"KIAA1804","mixed lineage kinase 4",36,21,27,14,44,24
23613,"ZMYND8","zinc finger MYND-type containing 8",3349,1256,3326,1664,3643,1420
3163,"HMOX2","heme oxygenase 2",1031,310,992,295,896,327
146712,"B3GNTL1","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1",98,38,116,53,119,68
152100,"CMC1","C-x(9)-C motif containing 1",188,68,209,41,191,59
100505783,"OSER1-AS1","OSER1 antisense RNA 1 (head to head)",88,28,141,27,121,41
644353,"ZCCHC18","zinc finger CCHC-type containing 18",44,5,43,7,35,16
729440,"CCDC61","coiled-coil domain containing 61",48,9,67,20,67,16
22838,"RNF44","ring finger protein 44",1392,527,1212,515,1600,756
51310,"SLC22A17","solute carrier family 22 member 17",122,32,138,47,177,45
817,"CAMK2D","calcium/calmodulin-dependent protein kinase II delta",1857,548,1671,590,1723,532
374946,"DRAXIN","dorsal inhibitory axon guidance protein",110,70,35,21,97,54
2828,"GPR4","G protein-coupled receptor 4",2,2,0,2,4,4
1010,"CDH12","cadherin 12",11,3,18,2,9,0
54951,"COMMD8","COMM domain containing 8",433,173,390,165,463,211
101928846,"HIPK1-AS1","HIPK1 antisense RNA 1",2,3,4,2,0,3
285525,"YIPF7","Yip1 domain family member 7",4,3,2,2,0,3
55689,"YEATS2","YEATS domain containing 2",2798,1069,3003,1160,2807,1287
10044,"SH2D3C","SH2 domain containing 3C",38,11,134,23,95,27
3488,"IGFBP5","insulin like growth factor binding protein 5",39,12,113,20,124,32
9846,"GAB2","GRB2 associated binding protein 2",168,63,146,94,198,79
22904,"SBNO2","strawberry notch homolog 2 (Drosophila)",2167,615,1935,587,2130,845
80351,"TNKS2","tankyrase 2",1961,777,1779,733,2229,968
54933,"RHBDL2","rhomboid, veinlet-like 2 (Drosophila)",1,0,0,3,2,3
51287,"COA4","cytochrome c oxidase assembly factor 4 homolog",1417,408,1450,459,1362,532
340359,"KLHL38","kelch like family member 38",2,5,7,3,2,3
2081,"ERN1","endoplasmic reticulum to nucleus signaling 1",469,106,374,137,395,140
283537,"SLC46A3","solute carrier family 46 member 3",10,1,8,0,13,3
56658,"TRIM39","tripartite motif containing 39",194,82,180,81,229,106
284306,"ZNF547","zinc finger protein 547",66,25,58,32,58,34
84570,"COL25A1","collagen type XXV alpha 1",718,179,1037,344,1005,291
1967,"EIF2B1","eukaryotic translation initiation factor 2B subunit alpha",1974,702,1819,753,1997,904
79073,"TMEM109","transmembrane protein 109",4115,1560,4078,1579,4149,1834
5654,"HTRA1","HtrA serine peptidase 1",58,27,57,37,37,19
11142,"PKIG","protein kinase (cAMP-dependent, catalytic) inhibitor gamma",431,100,247,75,484,151
135114,"HINT3","histidine triad nucleotide binding protein 3",375,93,393,134,403,140
4501,"MT1X","metallothionein 1X",764,200,548,169,673,245
847,"CAT","catalase",853,239,582,135,643,224
529,"ATP6V1E1","ATPase H+ transporting V1 subunit E1",1356,518,1254,499,1418,642
148808,"MFSD4A","major facilitator superfamily domain containing 4A",18,2,22,4,22,6
130355,"C2orf76","chromosome 2 open reading frame 76",84,37,68,22,72,59
11159,"RABL2A","RAB, member of RAS oncogene family-like 2A",347,89,394,128,423,145
135295,"SRSF12","serine/arginine-rich splicing factor 12",7,6,4,11,23,9
4853,"NOTCH2","notch 2",6582,2155,6828,2104,6447,2316
100529097,"RPL36A-HNRNPH2","RPL36A-HNRNPH2 readthrough",3,0,6,0,2,0
5026,"P2RX5","purinergic receptor P2X 5",211,58,214,59,230,83
967,"CD63","CD63 molecule",6137,2216,5596,2286,6144,2702
55591,"VEZT","vezatin, adherens junctions transmembrane protein",875,366,1032,462,1046,422
100506826,"MYLK-AS1","MYLK antisense RNA 1",19,3,16,4,16,2
158830,"CXorf65","chromosome X open reading frame 65",16,1,8,2,15,3
9953,"HS3ST3B1","heparan sulfate-glucosamine 3-sulfotransferase 3B1",555,140,570,178,418,141
150696,"PROM2","prominin 2",12,2,7,1,16,2
6993,"DYNLT1","dynein light chain Tctex-type 1",1671,494,1500,443,1778,670
6314,"ATXN7","ataxin 7",585,190,578,181,595,189
6925,"TCF4","transcription factor 4",3654,932,5039,1614,4030,1304
80205,"CHD9","chromodomain helicase DNA binding protein 9",2755,909,3597,1063,3225,1132
1289,"COL5A1","collagen type V alpha 1",2828,1268,3538,1374,3795,1590
55002,"TMCO3","transmembrane and coiled-coil domains 3",708,296,521,236,633,285
84193,"SETD3","SET domain containing 3",1161,334,1320,407,1159,443
85313,"PPIL4","peptidylprolyl isomerase like 4",999,326,962,243,1118,401
8518,"IKBKAP","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein",3511,1293,3734,1539,3740,1632
6872,"TAF1","TATA-box binding protein associated factor 1",1279,421,1365,423,1305,445
9056,"SLC7A7","solute carrier family 7 member 7",36,9,61,14,56,14
116225,"ZMYND19","zinc finger MYND-type containing 19",1470,436,1394,381,1464,588
1350,"COX7C","cytochrome c oxidase subunit 7C",3325,973,2963,950,3121,1209
100506070,"RBFADN","RBFA downstream neighbor (non-protein coding)",50,5,53,17,45,13
4724,"NDUFS4","NADH:ubiquinone oxidoreductase subunit S4",400,182,391,152,410,182
7384,"UQCRC1","ubiquinol-cytochrome c reductase core protein I",4045,1498,3723,1518,3833,1705
353189,"SLCO4C1","solute carrier organic anion transporter family member 4C1",4,3,10,5,3,7
330,"BIRC3","baculoviral IAP repeat containing 3",0,5,1,0,3,2
2212,"FCGR2A","Fc fragment of IgG receptor IIa",3,3,2,3,4,3
1774,"DNASE1L1","deoxyribonuclease I-like 1",294,57,303,118,295,82
9443,"MED7","mediator complex subunit 7",246,99,280,134,246,112
6887,"TAL2","T-cell acute lymphocytic leukemia 2",2,6,3,1,6,4
91074,"ANKRD30A","ankyrin repeat domain 30A",0,3,0,2,2,0
3751,"KCND2","potassium voltage-gated channel subfamily D member 2",0,2,3,4,2,1
23548,"TTC33","tetratricopeptide repeat domain 33",345,110,373,108,374,127
93664,"CADPS2","Ca2+ dependent secretion activator 2",8,1,2,0,6,0
28971,"AAMDC","adipogenesis associated, Mth938 domain containing",108,50,94,30,80,62
50618,"ITSN2","intersectin 2",1125,374,1130,350,1156,389
150383,"CDPF1","cysteine rich, DPF motif domain containing 1",114,27,105,31,123,40
2186,"BPTF","bromodomain PHD finger transcription factor",2153,689,2747,890,2591,804
402573,"C7orf61","chromosome 7 open reading frame 61",5,4,8,7,11,7
80210,"ARMC9","armadillo repeat containing 9",1032,281,805,242,1022,379
60496,"AASDHPPT","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase",3030,1133,3150,1268,3142,1367
23165,"NUP205","nucleoporin 205kDa",7620,2504,8313,2608,8081,3013
843,"CASP10","caspase 10",7,6,3,5,7,3
56107,"PCDHGA9","protocadherin gamma subfamily A, 9",54,8,53,6,45,22
100820829,"MYZAP","myocardial zonula adherens protein",4,0,6,1,5,0
6489,"ST8SIA1","ST8 alpha-N-acetylneuraminate alpha-2,8-sialyltransferase 1",2,5,2,2,1,0
84182,"FAM188B","family with sequence similarity 188 member B",16,4,17,1,18,4
55930,"MYO5C","myosin VC",30,3,113,25,43,3
55326,"AGPAT5","1-acylglycerol-3-phosphate O-acyltransferase 5",3497,1453,4103,1509,3687,1684
58513,"EPS15L1","epidermal growth factor receptor pathway substrate 15-like 1",1750,656,1520,641,1722,757
965,"CD58","CD58 molecule",206,60,218,56,292,96
100132948,"FAM27C","family with sequence similarity 27 member C",10,1,3,0,3,0
100526740,"ATP5J2-PTCD1","ATP5J2-PTCD1 readthrough",11,2,10,2,10,0
9946,"CRYZL1","crystallin zeta like 1",356,104,336,117,368,110
23387,"SIK3","SIK family kinase 3",1330,422,1267,384,1278,462
757,"TMEM50B","transmembrane protein 50B",387,149,424,161,379,203
728175,"LOC728175","uncharacterized LOC728175",8,0,13,0,6,3
137075,"CLDN23","claudin 23",2,0,2,5,2,3
103611081,"LOC103611081","uncharacterized LOC103611081",59,13,109,16,60,28
119385,"AGAP11","ArfGAP with GTPase domain, ankyrin repeat and PH domain 11",75,37,89,45,115,52
283551,"LINC01588","long intergenic non-protein coding RNA 1588",7,4,1,3,3,4
64168,"NECAB1","N-terminal EF-hand calcium binding protein 1",24,6,35,7,49,11
92270,"ATP6AP1L","ATPase H+ transporting accessory protein 1 like",38,9,51,5,30,13
54753,"ZNF853","zinc finger protein 853",25,5,20,7,42,6
594839,"SNORA33","small nucleolar RNA, H/ACA box 33",5,7,2,1,4,3
100288069,"LOC100288069","uncharacterized LOC100288069",194,96,257,113,202,90
7204,"TRIO","trio Rho guanine nucleotide exchange factor",2993,995,3756,1049,3366,1281
1400,"CRMP1","collapsin response mediator protein 1",742,266,531,276,744,331
399668,"SMIM10L2A","small integral membrane protein 10 like 2A",6,2,15,1,14,2
79742,"CXorf36","chromosome X open reading frame 36",0,0,1,1,1,4
5481,"PPID","peptidylprolyl isomerase D",1196,330,1269,378,1048,427
64946,"CENPH","centromere protein H",778,232,953,303,910,312
6091,"ROBO1","roundabout guidance receptor 1",5154,2082,5865,2382,5631,2361
3209,"HOXA13","homeobox A13",49,22,39,20,43,26
101928784,"RORA-AS1","RORA antisense RNA 1",8,1,11,2,7,0
388662,"SLC6A17","solute carrier family 6 member 17",0,0,8,11,2,4
79683,"ZDHHC14","zinc finger DHHC-type containing 14",472,112,469,177,503,161
400804,"C1orf140","uncharacterized LOC400804",43,9,22,2,42,11
146206,"RLTPR","RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing",186,87,103,53,163,82
4335,"MNT","MAX network transcriptional repressor",768,220,628,192,693,252
23384,"SPECC1L","sperm antigen with calponin homology and coiled-coil domains 1-like",691,200,755,244,737,267
3459,"IFNGR1","interferon gamma receptor 1",419,124,435,104,452,180
55657,"ZNF692","zinc finger protein 692",786,197,574,152,836,310
5863,"RGL2","ral guanine nucleotide dissociation stimulator-like 2",543,144,404,136,524,179
65243,"ZFP69B","ZFP69 zinc finger protein B",316,101,334,90,320,112
23643,"LY96","lymphocyte antigen 96",12,9,6,3,12,10
20,"ABCA2","ATP binding cassette subfamily A member 2",963,280,1562,476,1198,321
100130417,"LOC100130417","uncharacterized LOC100130417",15,14,13,9,33,15
401251,"SAPCD1","suppressor APC domain containing 1",8,0,6,0,13,3
5444,"PON1","paraoxonase 1",2,4,1,0,2,3
161835,"FSIP1","fibrous sheath interacting protein 1",52,25,51,21,43,29
100507246,"SNHG16","small nucleolar RNA host gene 16",1088,439,1042,387,1099,517
51209,"RAB9B","RAB9B, member RAS oncogene family",15,0,19,3,14,5
10964,"IFI44L","interferon induced protein 44 like",89,35,21,41,97,45
4707,"NDUFB1","NADH:ubiquinone oxidoreductase subunit B1",709,216,718,223,703,257
84987,"COX14","COX14 cytochrome c oxidase assembly factor",447,103,381,124,444,173
124961,"ZFP3","ZFP3 zinc finger protein",14,5,39,5,24,5
1603,"DAD1","defender against cell death 1",1387,424,1139,345,1388,481
9500,"MAGED1","MAGE family member D1",5540,1591,6929,2340,6308,1989
10516,"FBLN5","fibulin 5",42,18,106,62,33,34
101927378,"LOC101927378","uncharacterized LOC101927378",0,2,1,1,2,2
101929372,"LOC101929372","uncharacterized LOC101929372",0,2,2,1,2,3
283875,"LINC00514","long intergenic non-protein coding RNA 514",0,3,1,1,2,1
286122,"C8orf31","chromosome 8 open reading frame 31",62,19,50,11,64,14
1353,"COX11","COX11 cytochrome c oxidase copper chaperone",845,245,682,226,876,298
79788,"ZNF665","zinc finger protein 665",82,16,44,3,60,22
100131017,"ZNF316","zinc finger protein 316",1119,411,1138,478,1144,507
84852,"ATP1A1-AS1","ATP1A1 antisense RNA 1",33,16,23,14,21,14
120071,"GYLTL1B","glycosyltransferase-like 1B",38,8,31,8,38,9
90864,"SPSB3","splA/ryanodine receptor domain and SOCS box containing 3",16,14,22,11,13,7
400512,"FLJ21408","uncharacterized LOC400512",1,2,2,2,0,1
23625,"FAM89B","family with sequence similarity 89 member B",515,196,486,209,586,264
100131434,"LINC00893","long intergenic non-protein coding RNA 893",33,14,19,17,37,19
8425,"LTBP4","latent transforming growth factor beta binding protein 4",737,215,1028,326,827,230
147407,"SLC25A52","solute carrier family 25 member 52",28,18,25,14,19,10
7073,"TIAL1","TIA1 cytotoxic granule-associated RNA binding protein-like 1",3107,1375,3105,1100,3330,1504
89848,"FCHSD1","FCH and double SH3 domains 1",127,35,93,18,174,50
146540,"ZNF785","zinc finger protein 785",12,4,18,0,11,2
8638,"OASL","2'-5'-oligoadenylate synthetase like",538,140,219,77,743,165
158960,"CH17-340M24.3","uncharacterized protein BC009467",9,2,8,2,18,1
8078,"USP5","ubiquitin specific peptidase 5 (isopeptidase T)",3248,1018,3292,1074,3152,1133
92973,"LINC00950","long intergenic non-protein coding RNA 950",6,1,15,2,9,1
9311,"ASIC3","acid sensing ion channel subunit 3",91,22,55,14,73,20
220323,"OAF","out at first homolog",3444,773,1692,346,3307,880
100507135,"SPG20-AS1","SPG20 antisense RNA 1",22,5,29,6,36,8
494514,"TYMSOS","TYMS opposite strand",9,2,20,1,14,4
6653,"SORL1","sortilin-related receptor, L(DLR class) A repeats containing",384,130,378,117,558,156
404220,"C6orf201","chromosome 6 open reading frame 201",2,0,8,0,5,1
100874054,"FALEC","focally amplified long non-coding RNA in epithelial cancer",0,1,2,2,2,3
55276,"PGM2","phosphoglucomutase 2",1149,321,958,248,1237,469
284454,"LOC284454","uncharacterized LOC284454",79,24,45,27,52,42
150248,"C22orf15","chromosome 22 open reading frame 15",3,3,2,2,1,2
5573,"PRKAR1A","protein kinase cAMP-dependent type I regulatory subunit alpha",4651,1785,5467,2644,5052,2104
100507387,"LOC100507387","uncharacterized LOC100507387",97,20,125,34,120,42
199731,"CADM4","cell adhesion molecule 4",54,6,78,18,70,26
339398,"LINGO4","leucine rich repeat and Ig domain containing 4",18,1,13,3,11,3
51296,"SLC15A3","solute carrier family 15 member 3",7,1,16,3,21,3
55680,"RUFY2","RUN and FYVE domain containing 2",234,88,259,58,282,85
79846,"CFAP69","cilia and flagella associated protein 69",109,24,122,36,109,37
25849,"PARM1","prostate androgen-regulated mucin-like protein 1",1366,518,1958,1005,1745,800
80761,"UPK3B","uroplakin 3B",32,5,25,9,34,6
5143,"PDE4C","phosphodiesterase 4C",15,10,11,15,33,12
134121,"C5orf49","chromosome 5 open reading frame 49",0,2,2,1,3,4
100379251,"NPPA-AS1","NPPA antisense RNA 1",36,7,47,17,71,12
23228,"PLCL2","phospholipase C like 2",5,5,16,10,21,15
25878,"MXRA5","matrix-remodelling associated 5",3,1,11,1,7,0
64802,"NMNAT1","nicotinamide nucleotide adenylyltransferase 1",255,68,277,75,252,100
10991,"SLC38A3","solute carrier family 38 member 3",5,0,11,1,15,3
80144,"FRAS1","Fraser extracellular matrix complex subunit 1",9,10,29,25,19,5
101928063,"LOC101928063","uncharacterized LOC101928063",6,1,6,1,8,0
51129,"ANGPTL4","angiopoietin like 4",154,31,32,6,100,20
84289,"ING5","inhibitor of growth family member 5",1959,548,2248,733,1970,721
100874366,"HOXC13-AS","HOXC13 antisense RNA",16,5,19,1,20,4
2324,"FLT4","fms related tyrosine kinase 4",10,2,6,0,21,3
100886964,"PTCSC3","papillary thyroid carcinoma susceptibility candidate 3 (non-protein coding)",1,4,2,2,3,1
147710,"IGSF23","immunoglobulin superfamily member 23",0,0,1,3,3,4
8321,"FZD1","frizzled class receptor 1",421,115,533,172,559,183
29088,"MRPL15","mitochondrial ribosomal protein L15",1633,607,1693,655,1732,790
677831,"SNORA51","small nucleolar RNA, H/ACA box 51",1,4,1,0,2,2
249,"ALPL","alkaline phosphatase, liver/bone/kidney",1512,487,1230,309,1369,456
26507,"CNNM1","cyclin and CBS domain divalent metal cation transport mediator 1",53,13,47,7,61,20
56124,"PCDHB12","protocadherin beta 12",39,12,60,11,47,13
4985,"OPRD1","opioid receptor, delta 1",93,16,131,34,50,12
100874261,"LINC00854","long intergenic non-protein coding RNA 854",2,5,4,3,9,5
400027,"LINC00938","long intergenic non-protein coding RNA 938",349,86,470,132,401,155
4708,"NDUFB2","NADH:ubiquinone oxidoreductase subunit B2",1487,462,1298,398,1510,540
121512,"FGD4","FYVE, RhoGEF and PH domain containing 4",498,144,517,174,557,191
677826,"SNORA3B","small nucleolar RNA, H/ACA box 3B",2,2,2,4,5,3
333926,"PPM1J","protein phosphatase, Mg2+/Mn2+ dependent 1J",12,8,13,7,16,11
8841,"HDAC3","histone deacetylase 3",1074,322,932,322,1103,376
1007,"CDH9","cadherin 9",1,2,0,1,3,3
4686,"NCBP1","nuclear cap binding protein subunit 1",5507,1628,6303,2030,5502,2022
2868,"GRK4","G protein-coupled receptor kinase 4",64,16,79,22,76,21
157680,"VPS13B","vacuolar protein sorting 13 homolog B (yeast)",1023,549,1714,683,1381,600
9283,"GPR37L1","G protein-coupled receptor 37 like 1",2,0,1,5,0,1
57468,"SLC12A5","solute carrier family 12 member 5",14,5,12,12,12,8
6320,"CLEC11A","C-type lectin domain family 11 member A",84,15,59,15,72,27
29767,"TMOD2","tropomodulin 2",26,8,27,4,22,3
571,"BACH1","BTB and CNC homology 1, basic leucine zipper transcription factor 1",1259,575,1440,496,1460,662
7075,"TIE1","tyrosine kinase with immunoglobulin like and EGF like domains 1",4,3,1,3,4,3
144608,"C12orf60","chromosome 12 open reading frame 60",48,16,62,8,74,22
54940,"OCIAD1","OCIA domain containing 1",2692,873,3018,967,3218,1158
162972,"ZNF550","zinc finger protein 550",228,84,223,103,261,125
54851,"ANKRD49","ankyrin repeat domain 49",296,133,288,103,289,146
164153,"UBL4B","ubiquitin like 4B",1,3,2,1,0,1
22808,"MRAS","muscle RAS oncogene homolog",201,42,432,124,292,72
56948,"SDR39U1","short chain dehydrogenase/reductase family 39U member 1",129,61,143,61,137,63
79026,"AHNAK","AHNAK nucleoprotein",10057,2858,7666,2682,8025,2383
552900,"BOLA2","bolA family member 2",1208,484,981,381,1184,586
4160,"MC4R","melanocortin 4 receptor",16,9,13,7,12,10
55384,"MEG3","maternally expressed 3 (non-protein coding)",1356,707,2540,1085,2416,1117
2297,"FOXD1","forkhead box D1",228,52,179,53,214,82
286133,"SCARA5","scavenger receptor class A member 5",6,3,2,1,9,13
